epoch #,Test Accuracy,Test Precision
10,0.9796447492753777,0.9843969773573353
20,0.9795158832959963,0.9845415861129031
30,0.9794727510165946,0.9845856326916859
40,0.9792579522651745,0.9846743354448595
50,0.9788714472273241,0.9845579521758643
100,0.9780985787139764,0.9846102936466276
200,0.977215311788554,0.9843538625062349
